product_id,product_name,category,sub_category
FUR-FU-10004270,"Eldon Image Series Desk Accessories, Burgundy",Furniture,Furnishings
OFF-AR-10003770,"Newell 340","Office Supplies",Art
OFF-LA-10003121,"Avery 506","Office Supplies",Labels
OFF-PA-10002262,"Xerox 192","Office Supplies",Paper
OFF-PA-10002464,"HP Office Recycled Paper (20Lb. and 87 Bright)","Office Supplies",Paper
OFF-ST-10002214,"X-Rack File for Hanging Folders","Office Supplies",Storage
OFF-PA-10000130,"Xerox 199","Office Supplies",Paper
TEC-AC-10000865,"WD My Passport Ultra 500GB Portable External Hard Drive",Technology,Accessories
OFF-FA-10003021,Staples,"Office Supplies",Fasteners
TEC-PH-10003580,"Cisco IP Phone 7961G-GE VoIP phone",Technology,Phones
TEC-AC-10001109,"Logitech Trackman Marble Mouse",Technology,Accessories
OFF-ST-10004950,"Acco Perma 3000 Stacking Storage Drawers","Office Supplies",Storage
OFF-PA-10003823,"Xerox 197","Office Supplies",Paper
TEC-PH-10001300,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",Technology,Phones
FUR-TA-10003715,"Hon 2111 Invitation Series Corner Table",Furniture,Tables
TEC-MA-10004458,"Lexmark X 9575 Professional All-in-One Color Printer",Technology,Machines
